size_group,group,log2_fold_change
member=2,DE-CTDG,0.13750352374993502
member=2,DE-CTDG,-0.263034405833794
member=2,DE-CTDG,0.36257007938470814
member=2,DE-CTDG,0.0
member=2,DE-CTDG,-0.862496476250065
member=2,DE-CTDG,0.22239242133644777
member=2,DE-CTDG,0.0
member=2,DE-CTDG,0.0
member=2,DE-CTDG,-0.37851162325373017
member=2,DE-CTDG,0.0
member=2,DE-CTDG,0.514573172829758
member=2,DE-CTDG,0.4150374992788437
member=2,DE-CTDG,0.12663343853101702
member=2,DE-CTDG,-1.490986352512142
member=2,DE-CTDG,0.22239242133644802
member=2,DE-CTDG,-0.36257007938470825
member=2,DE-CTDG,-0.24100809950379493
member=2,DE-CTDG,0.23132554610645553
member=2,DE-CTDG,-0.4150374992788438
member=2,DE-CTDG,0.9068905956085185
member=2,DE-CTDG,0.0
member=2,DE-CTDG,-0.4150374992788438
member=2,DE-CTDG,-0.2370391973008495
member=2,DE-CTDG,-0.36257007938470825
member=2,DE-CTDG,0.0
member=2,DE-CTDG,0.0
member=2,DE-CTDG,0.0
member=2,DE-CTDG,0.0
member=2,DE-CTDG,-0.4150374992788438
member=2,DE-CTDG,-0.4150374992788438
member=2,DE-CTDG,0.0
member=2,DE-CTDG,0.0
member=2,DE-CTDG,-0.19264507794239571
member=2,DE-CTDG,-0.777607578663552
member=2,DE-CTDG,-0.19264507794239571
member=2,DE-CTDG,0.4594316186372975
member=2,DE-CTDG,-0.5849625007211563
member=2,DE-CTDG,-0.16992500144231246
member=2,DE-CTDG,-0.4150374992788438
member=2,DE-CTDG,-0.8624964762500653
member=2,DE-CTDG,-1.777607578663552
member=2,DE-CTDG,0.0
member=2,DE-CTDG,0.22239242133644802
member=2,DE-CTDG,0.28950661719498505
member=2,DE-CTDG,-0.6374299206152916
member=2,DE-CTDG,0.0
member=2,DE-CTDG,-0.36257007938470825
member=2,DE-CTDG,0.0
member=2,DE-CTDG,-0.36257007938470825
member=2,DE-CTDG,-0.22239242133644802
member=2,DE-CTDG,0.5849625007211562
member=2,DE-CTDG,0.0
member=2,DE-CTDG,0.0
member=2,DE-CTDG,0.4150374992788437
member=2,DE-CTDG,0.0
