"total_species","species_with_total_genes","species_with_clustered_genes","species_with_gene_clusters","max_total_genes","max_clustered_genes","max_gene_clusters","mean_total_genes","mean_clustered_genes","mean_gene_clusters"
219,206,174,174,298,378,146,104.7,45.21,16.73
