"Species","ABAR/CHLH","AREB1/ABF2","ABCG25","ABA3","NCED3","PDS","ZEP(ABA1)","PSY","LUT5(CYP97A3)","GTG1(GPCR)","ABA2","PYR1","SnRK2.2","AAO3","CPK3","ABI1(PP2CgroupA)","DTX50","AGB1","CIPK","ABA4","GPA1","PYL1","AIT1","GCR2(GPCR)","COP1","PIF4","CHI","PHYB","FPT2","F3RhaT","F3H","STO/BBX24","F7GlcT","ANS","CHS","CYCB1;1","UVR8","A3Glc:2_XylT","DFR","A5GlcT","MYB13","PFG1/MYB12","F3:H","BIM1","SPA1","MYB73","F3AraT","BES1","CRY1","MKP1","FLS1","BGLU6","WRKY36","HY5","RUP1","CHIL","COR27","HYH","ATR","Fd3GlcT","F3Glc:2_XGlcT","BIC1","F7RhaT","OMT1","FLS3","LACS4","HUB2","SHN2","ABCG13","CYP86A4","ANL2","HOTHEAD","DCF","GPAT4","MYB41","SHN1","HUB1","CFL1","MYB106","GPAT6","NFXL2","ABCG11","CUS1","CYP86A8","DCR","LTPG2","BDG1","CD2","ABCG32","LACS1","LACS2","CYP77A6","LTPG1","MYB16","GPAT8","SHN3","HDG1","CYP77A4","CYP86A2","MAPKKK20","MPK3","SOS1","NHX1","SOS2","MKK4","SOS3","MPK6","AVP1","HKT1","DREB2C","HSFA1B","SGT1B","HSP90.2","PIF4","H2A.Z","SGT1A","HSP90.1","HSFA3","HSP70","HSFA7A","HSFA2","DREB2A","HSFA1A","HSFB1","MYB15","ZAT12/RHL41","RAP2.1","MPK3","SIZ1","CBF3","MKK2","MEKK1","CBF1","RAP2.7","ZAT10/STZ","SnRK2.6","MPK4","ICE1","HOS1","LOS2","CBF2","CRPK1","14-3-3λ","MKK4","CesA3","BGAL8","AXY8","XAX1","AGM1","CesA6","AtGUS2","TBG5","GALT2 ","PMR5","GH9A1","AXY3","XLT2","RGXT1","IRX9 ","QUA2","CGR3","GH43A","GMGT1","APSE","FUT4","RGGAT1","HPGT1","CslO(GT2)","BS1","CslC4","BXL1","CesA1","BGAL10","GAUT1","RRT1","MSR1","IRX10 ","CesA1","ADPG1","IRX8","ESK1","PL1_1","ARAD1","GAUT8","BG2","GALT29A","PARVUS","GSL5","SIA1","Tft1","CslA2","GUX1 ","RAY1","QUA3","IRX14","XT1","Bl1_6Gal","GlcAT14A","MAN1","MSR1","IRX7","IRX15","TBG4","CslD3","AGAL3","SlCel9C1","MAN2","GALT31A","XGD1","XAT","MOAT1","GXMT1","XTH31","GALS1","PME5","CslA1","FUT1","AGAL2","OsEgl1","AXY4","GH5BG"
"Pgu",0,0,0.2,0,0,0.2,0.5,0.4,0.46,0,0.275,0,0.404761904761905,0,0.351351351351351,0.204081632653061,0.347826086956522,0,0.45,0,0.4,0,0.297872340425532,0,0,0,0.666666666666667,0.222222222222222,0.478260869565217,0,0.302325581395349,0,0,0.275,0.153846153846154,0,0,0,0.434782608695652,0,0.0333333333333333,0.0307692307692308,0.677966101694915,0,0,0.0175438596491228,0,0,0.333333333333333,0,0.230769230769231,0.321428571428571,0,0,0,0.75,0,0,0,0,0,0,0,0.595238095238095,0.24390243902439,0.413793103448276,0,0,0.1875,0.414634146341463,0,0,0.384615384615385,0,0.0327868852459016,0,0,0,0.0338983050847458,0,0,0.195652173913043,0.431372549019608,0.428571428571429,0.285714285714286,0.4,0,0,0.173076923076923,0.433333333333333,0.433333333333333,0.58,0,0.0333333333333333,0,0,0,0.622641509433962,0.452380952380952,0.416666666666667,0.45,0.333333333333333,0,0.435897435897436,0.41025641025641,0.266666666666667,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0.105263157894737,0,0,0,0,0,0.0333333333333333,0,0.03125,0.45,0,0.027027027027027,0.45,0.428571428571429,0.0256410256410256,0,0,0.439024390243902,0.461538461538462,0.0714285714285714,0,0,0.0277777777777778,0.347826086956522,0,0.41025641025641,0.371428571428571,0,0,0,0,0.371428571428571,0.5,0,0,0.230769230769231,0,0,0.111111111111111,0,0,0.208333333333333,0,0,0,0,0,0,0,0.25,0.351851851851852,0,0.0769230769230769,0.371428571428571,0,0,0.0606060606060606,0.0357142857142857,0.148148148148148,0,0.395348837209302,0,0.235294117647059,0,0.176470588235294,0,0.1,0,0,0,0,0,0,0.375,0,0.208333333333333,0,0,0,0,0,0.0333333333333333,0.148148148148148,0,0,0.352941176470588,0,0,0,0,0.142857142857143,0,0.25,0,0.346153846153846,0,0.431818181818182,0,0,0,0.102564102564103,0.25,0.833333333333333
"Ptu",0,0,0.192307692307692,0,0.384615384615385,0,0.666666666666667,0,0.547619047619048,0,0.555555555555556,0,0.418604651162791,0,0.325,0.28,0.422222222222222,0.111111111111111,0.414634146341463,0,0,0,0.291666666666667,0,0,0,0.666666666666667,0,0.8,0.129032258064516,0.30188679245283,0,0.0392156862745098,0.326923076923077,0.181818181818182,0,0,0.119047619047619,0.68421052631579,0.109090909090909,0,0,0.75,0,0,0,0.126984126984127,0,0,0,0.333333333333333,0.461538461538462,0,0,0.166666666666667,0.5,0,0,0,0.126984126984127,0.111111111111111,0,0.0892857142857143,0.586206896551724,0.297872340425532,0.290322580645161,0,0,0.211538461538462,0.463414634146341,0,0.285714285714286,0.432432432432432,0,0,0,0,0,0,0,0,0.207547169811321,0.61038961038961,0.5,0.457142857142857,0.285714285714286,0,0,0.0952380952380952,0.333333333333333,0.290322580645161,0.745098039215686,0.25,0,0,0,0,0.745762711864407,0.48780487804878,0.222222222222222,0.615384615384615,0,0.111111111111111,0.390243902439024,0.26,0.6,0.615384615384615,0,0,0.0181818181818182,0,0,0,0,0.538461538461538,0,0,0,0.363636363636364,0,0,0.02,0,0,0,0,0,0.615384615384615,0,0,0.232558139534884,0.333333333333333,0,0,0,0.416666666666667,0.627450980392157,0,0,0,0,0.478260869565217,0,0.26,0.444444444444444,0,0,0,0,0.444444444444444,0,0,0,0.346153846153846,0,0,0.181818181818182,0,0,0.25,0,0,0,0,0,0,0.333333333333333,1,0.657894736842105,0,0.478260869565217,0.444444444444444,0,0,0,0,0.178571428571429,0.333333333333333,0.480769230769231,0,0.346153846153846,0.0526315789473684,0.206896551724138,0,0.113636363636364,0,0,0.142857142857143,0,0,0,0.388888888888889,0.6,0.25,0,0,0,0,0.2,0,0.153846153846154,0,0,0.428571428571429,0,0,0.2,0.333333333333333,0.142857142857143,0,0.346153846153846,0,0.387096774193548,0,0.428571428571429,0,0,0,0.113636363636364,0.346153846153846,0
"Ppy",0,0,0.0972222222222222,0,0.210526315789474,0,0.222222222222222,0,0.428571428571429,0,0.298245614035088,0,0.388059701492537,0,0.206349206349206,0.347826086956522,0.272727272727273,0,0.424242424242424,0,0,0,0.306666666666667,0,0,0,0,0,0.529411764705882,0.257425742574257,0.185185185185185,0,0.160493827160494,0.153846153846154,0.25,0,0,0.028169014084507,0.385964912280702,0.22093023255814,0.0114942528735632,0,0.46875,0,0,0.021978021978022,0.26530612244898,0.25,0,0,0.164556962025316,0.610526315789474,0.028169014084507,0,0,0,0,0,0,0.26530612244898,0,0,0.0882352941176471,0.541666666666667,0.171052631578947,0.217391304347826,0,0,0.0958904109589041,0.430769230769231,0,0.217391304347826,0.482758620689655,0.105263157894737,0.0112359550561798,0,0,0,0.0111111111111111,0.105263157894737,0,0.0933333333333333,0.242424242424242,0.467741935483871,0.539473684210526,0.5,0,0,0.148648648648649,0.222222222222222,0.217391304347826,0.407407407407407,0.333333333333333,0.010989010989011,0.105263157894737,0,0,0.448275862068966,0.393939393939394,0.272727272727273,0.341772151898734,0,0,0.446153846153846,0.328571428571429,0.25,0.320512820512821,0,0,0.0126582278481013,0,0,0,0,0.368421052631579,0,0,0,0.468085106382979,0,0,0.105263157894737,0,0,0.0112359550561798,0,0.0142857142857143,0.341772151898734,0,0.0153846153846154,0.296875,0.333333333333333,0,0.0188679245283019,0.0357142857142857,0.405797101449275,0.329113924050633,0.102040816326531,0,0,0,0.326732673267327,0.0909090909090909,0.328571428571429,0.188679245283019,0,0,0.307692307692308,0,0.185185185185185,0,0,0,0.346153846153846,0.108108108108108,0.25,0.111111111111111,0,0,0.0869565217391304,0,0,0.166666666666667,0,0.8,0,0.0869565217391304,0.4,0.346938775510204,0,0.178571428571429,0.185185185185185,0,0,0.172413793103448,0.1875,0.0816326530612245,0.0869565217391304,0.242857142857143,0,0.346153846153846,0,0.0784313725490196,0,0.246753246753247,0,0,0,0,0,0,0.181818181818182,0.125,0.0869565217391304,0,0.166666666666667,0,0.105263157894737,0,0.183673469387755,0.0833333333333333,0,0,0.188679245283019,0,0.108108108108108,0,0.0869565217391304,0.08,0.333333333333333,0.328767123287671,0,0.372093023255814,0,0.333333333333333,0,0.8,0,0.263888888888889,0.333333333333333,0
"Mdh",0,0,0.0638297872340425,0,0,0,0.222222222222222,0,0.425531914893617,0,0.195652173913043,0,0.40983606557377,0,0.26984126984127,0.53030303030303,0.227272727272727,0.181818181818182,0.440677966101695,0,0.1,0,0.364864864864865,0,0,0,0.4,0,0.35,0.0681818181818182,0.106666666666667,0,0.0526315789473684,0.117647058823529,0.3125,0.0294117647058824,0.0384615384615385,0,0.442307692307692,0.0645161290322581,0,0.0246913580246914,0.541666666666667,0,0,0,0.0666666666666667,0.133333333333333,0,0,0.106666666666667,0.3125,0,0,0,0.2,0,0,0,0.0731707317073171,0,0,0.0571428571428571,0.408163265306122,0.117647058823529,0.333333333333333,0,0,0.0980392156862745,0.425925925925926,0,0.136363636363636,0.428571428571429,0,0,0,0,0,0,0,0,0.104166666666667,0.384615384615385,0.403508771929825,0.40983606557377,0.125,0,0,0.0428571428571429,0.325581395348837,0.333333333333333,0.448275862068966,0,0,0,0,0,0.483870967741935,0.410714285714286,0.483333333333333,0.484848484848485,0,0.0769230769230769,0.423728813559322,0.46551724137931,0.181818181818182,0.492537313432836,0,0,0,0,0,0,0,0.318181818181818,0,0,0,0.363636363636364,0,0,0.0289855072463768,0,0,0,0,0.0192307692307692,0.484848484848485,0,0,0.451612903225806,0.40625,0,0.0181818181818182,0,0.424242424242424,0.492753623188406,0.153846153846154,0,0,0,0.219512195121951,0.28,0.46551724137931,0.195121951219512,0.114285714285714,0,0.214285714285714,0,0.2,0,0.114285714285714,0,0.246153846153846,0.323529411764706,0,0.269230769230769,0.285714285714286,0,0.227272727272727,0,0,0.307692307692308,0.428571428571429,0.75,0,0,0.4,0.479166666666667,0,0.296296296296296,0.195121951219512,0.129032258064516,0.0512820512820513,0.0784313725490196,0.0731707317073171,0.14,0,0.258064516129032,0.0526315789473684,0.257575757575758,0.185185185185185,0.142857142857143,0.0526315789473684,0.346666666666667,0,0.0789473684210526,0,0,0.0666666666666667,0,0.125,0,0.222222222222222,0,0.307692307692308,0,0,0,0.0697674418604651,0.148936170212766,0,0.117647058823529,0.210526315789474,0.461538461538462,0.282051282051282,0,0,0.14,0.214285714285714,0.241935483870968,0,0.189189189189189,0,0.285714285714286,0,0.75,0.461538461538462,0.347222222222222,0.261538461538462,0
"Ppl",0,0,0.037037037037037,0,0,0,0.1,0,0.550724637681159,0,0.454545454545455,0,0.2,0,0.166666666666667,0.25,0.403846153846154,0,0.256410256410256,0,0,0,0.291666666666667,0,0,0,0,0,0.357142857142857,0.27,0.306451612903226,0,0.156626506024096,0.254237288135593,0.636363636363636,0,0,0.0972222222222222,0.6,0.258426966292135,0,0,0.628205128205128,0,0,0,0.294117647058824,0,0.25,0,0.266666666666667,0.215189873417722,0,0,0,0,0,0,0,0.285714285714286,0.0617283950617284,0,0.0273972602739726,0.456521739130435,0.272727272727273,0.235294117647059,0,0,0.04,0.536585365853659,0,0.346153846153846,0.493333333333333,0.125,0,0,0,0,0,0.125,0,0.0384615384615385,0.452830188679245,0.625,0.577464788732394,0.333333333333333,0,0,0.0357142857142857,0.216216216216216,0.228571428571429,0.576271186440678,0,0,0.125,0,0,0.548387096774194,0.585365853658537,0.318181818181818,0.361111111111111,0.333333333333333,0.285714285714286,0.243243243243243,0.325581395348837,0.142857142857143,0.351351351351351,0,0,0.024390243902439,0,0,0,0,0.416666666666667,0,0,0,0.676470588235294,0,0,0.0444444444444444,0,0,0,0,0,0.361111111111111,0,0,0.272727272727273,0.293103448275862,0,0,0,0.189189189189189,0.342105263157895,0.16,0,0,0,0.373333333333333,0,0.325581395348837,0.166666666666667,0,0,0.571428571428571,0,0.166666666666667,0,0,0,0.290909090909091,0.181818181818182,0,0.5,0,0,0.111111111111111,0,0,0,0,0,0,0.0909090909090909,0,0.533333333333333,0.2,0.181818181818182,0.166666666666667,0,0.130434782608696,0.1875,0.230769230769231,0.2,0.0909090909090909,0.270588235294118,0.130434782608696,0.290909090909091,0.2,0.272727272727273,0.130434782608696,0.217391304347826,0,0.1,0,0,0.222222222222222,0.222222222222222,0.181818181818182,0.125,0.111111111111111,0,0,0,0,0,0.214285714285714,0.214285714285714,0,0,0.172413793103448,0,0.181818181818182,0,0.166666666666667,0.1875,0.571428571428571,0.283018867924528,0,0.451612903225806,0,0.557377049180328,0,0,0,0.222222222222222,0.277777777777778,0
"Rch",0,0,0.1875,0.375,0.25,0,0.416666666666667,0,0.597701149425287,0,0.507936507936508,0,0.25531914893617,0,0.25,0.348837209302326,0.327272727272727,0,0.302325581395349,0,0,0,0.484848484848485,0,0,0,0,0,0.666666666666667,0.244897959183673,0.394736842105263,0,0.175675675675676,0.455696202531646,0.666666666666667,0,0,0.104477611940299,0.457142857142857,0.230769230769231,0,0,0.542553191489362,0,0,0,0.247422680412371,0.142857142857143,0,0,0.416666666666667,0.542857142857143,0,0,0,0,0,0,0,0.233009708737864,0.152777777777778,0,0.1,0.314285714285714,0.413333333333333,0.225,0,0,0.203125,0.5,0,0.3,0.385542168674699,0,0,0,0,0,0,0,0,0.17910447761194,0.528571428571429,0.52112676056338,0.476923076923077,0.4,0,0,0.136363636363636,0.253333333333333,0.207317073170732,0.468354430379747,0.333333333333333,0,0,0,0,0.448717948717949,0.54320987654321,0.38,0.447368421052632,0,0,0.361702127659574,0.314814814814815,0.909090909090909,0.432432432432432,0,0,0.0217391304347826,0,0,0.25,0,0.285714285714286,0,0.235294117647059,0,0.604651162790698,0,0,0.108695652173913,0,0,0,0,0.0625,0.447368421052632,0,0.0208333333333333,0.339622641509434,0.365384615384615,0,0,0,0.291666666666667,0.405405405405405,0,0,0,0,0.588235294117647,0.2,0.314814814814815,0.297297297297297,0,0,0.454545454545455,0,0.297297297297297,0.125,0,0,0.303571428571429,0.305555555555556,0.571428571428571,0.45,0,0,0.0416666666666667,0,0,0,0,0,0,0,0.5,0.616666666666667,0.25,0.1875,0.297297297297297,0,0,0.176470588235294,0.0769230769230769,0.393939393939394,0,0.333333333333333,0,0.280701754385965,0,0.363636363636364,0,0.316666666666667,0,0,0.307692307692308,0,0.181818181818182,0.25,0,0,0.0416666666666667,0,0,0,0,0,0.103448275862069,0.40625,0,0,0.305555555555556,0,0.307692307692308,0,0,0.416666666666667,0.454545454545455,0.321428571428571,0,0.428571428571429,0,0.423076923076923,0,0,0,0.310344827586207,0.30188679245283,0
"Fve",0,0,0,0,0,0,0,0,0.493670886075949,0,0.409090909090909,0.272727272727273,0.232558139534884,0,0.25,0.225,0.294117647058824,0,0.230769230769231,0,0,0.3,0.392857142857143,0,0,0,0,0,0,0.170212765957447,0.313432835820896,0,0.103896103896104,0.363636363636364,0.333333333333333,0,0,0.0694444444444444,0.363636363636364,0.178082191780822,0.04,0.0344827586206897,0.441176470588235,0,0,0.0434782608695652,0.175824175824176,0,0,0,0.328358208955224,0.354838709677419,0,0,0,0,0,0,0,0.172043010752688,0.0945945945945946,0,0.08,0.3,0.338028169014085,0.0571428571428571,0,0,0,0.383333333333333,0,0,0.333333333333333,0.181818181818182,0.0392156862745098,0,0,0,0.0416666666666667,0.181818181818182,0,0,0.564516129032258,0.390625,0.339622641509434,0.5,0,0,0,0.0606060606060606,0.0588235294117647,0.5,0.333333333333333,0.04,0.181818181818182,0,0,0.508474576271186,0.36231884057971,0.293103448275862,0.268292682926829,0.4,0,0.222222222222222,0.294117647058824,0,0.24390243902439,0,0,0.024390243902439,0,0,0,0,0.3,0,0,0,0.43859649122807,0,0,0.075,0,0,0.0363636363636364,0,0,0.268292682926829,0,0,0.230769230769231,0.311111111111111,0,0,0,0.232558139534884,0.25,0,0,0,0,0.495238095238095,0,0.294117647058824,0.25,0,0,0,0,0.25,0,0,0,0.232558139534884,0.25,0,0.45,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.456140350877193,0,0,0.25,0,0,0,0,0.21875,0,0.303030303030303,0,0.232558139534884,0.0625,0.242424242424242,0,0.215686274509804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233333333333333,0,0,0.25,0,0.25,0,0,0.21875,0,0.238095238095238,0,0.366666666666667,0,0.38,0,0,0,0.148936170212766,0.238095238095238,0
"Mal",0,0,0.15,0,0.454545454545455,0,0.4,0,0.476190476190476,0,0.553191489361702,0,0.292682926829268,0,0.194444444444444,0.35,0.547619047619048,0,0.325,0,0,0,0.425531914893617,0,0,0,1,0,0.538461538461538,0.107142857142857,0.363636363636364,0,0.037037037037037,0.321428571428571,0.555555555555556,0,0,0,0.755555555555556,0.0740740740740741,0,0,0.793650793650794,0,0,0,0.0851063829787234,0,0,0,0.244897959183673,0.478260869565217,0,0.666666666666667,0,0.75,0,0.666666666666667,0,0.0851063829787234,0,0,0,0.555555555555556,0.294117647058824,0.125,0,0,0.15,0.416666666666667,0.181818181818182,0.25,0.41304347826087,0,0,0,0,0,0,0,0,0.153846153846154,0.553191489361702,0.394736842105263,0.608695652173913,0.571428571428571,0,0.2,0.0882352941176471,0.125,0.125,0.648148148148148,0,0,0,0,0.2,0.677966101694915,0.428571428571429,0.521739130434783,0.292682926829268,0,0.166666666666667,0.307692307692308,0.348837209302326,0.333333333333333,0.256410256410256,0,0,0,0,0,0,0,0.583333333333333,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0.292682926829268,0,0,0.375,0.425531914893617,0,0,0,0.325581395348837,0.292682926829268,0,0,0,0,0.459016393442623,0,0.348837209302326,0.5,0.153846153846154,0,0,0,0.5,0,0.153846153846154,0.333333333333333,0.390243902439024,0.210526315789474,0,0.333333333333333,0,0,0.1,0,0,0,0,0,0,0,0.8,0.571428571428571,0,0.357142857142857,0.5,0.153846153846154,0.105263157894737,0.172413793103448,0.0833333333333333,0.4,0,0.378378378378378,0.105263157894737,0.390243902439024,0.4,0.428571428571429,0.105263157894737,0.189189189189189,0,0,0,0,0,0,0.266666666666667,0,0.1,0,0,0,0,0,0.08,0.384615384615385,0,0.153846153846154,0.5,0,0.210526315789474,0,0,0.413793103448276,0,0.390243902439024,0,0.44,0,0.537037037037037,0,0,0,0.189189189189189,0.404761904761905,0.666666666666667
"Bon",0,0,0.0512820512820513,0,0,0.333333333333333,0.25,0,0.375,0,0.285714285714286,0,0.354838709677419,0,0.206896551724138,0.297297297297297,0.394736842105263,0,0.363636363636364,0,0,0,0.24390243902439,0,0,0,0,0,0,0.244444444444444,0.166666666666667,0,0.0731707317073171,0.2,0,0,0,0.0769230769230769,0.2,0.25,0,0,0.727272727272727,0,0,0,0.288888888888889,0,0,0,0.114285714285714,0.470588235294118,0,0,0,0,0,0,0,0.288888888888889,0.0869565217391304,0,0.0545454545454545,0.266666666666667,0.146341463414634,0,0,0,0.0526315789473684,0.473684210526316,0,0.142857142857143,0.238095238095238,0,0,0,0,0,0,0,0,0.0540540540540541,0.425,0.45945945945946,0.416666666666667,0.5,0,0,0.03125,0,0,0.666666666666667,0.25,0,0,0,0,0.595238095238095,0.486486486486487,0.344827586206897,0.444444444444444,0,0.166666666666667,0.363636363636364,0.24390243902439,0.142857142857143,0.444444444444444,0,0,0,0,0,0,0,0.125,0,0,0,0.307692307692308,0,0,0,0,0,0,0,0,0.444444444444444,0,0,0.27027027027027,0.404255319148936,0,0,0,0.393939393939394,0.457142857142857,0,0,0,0,0.4,0,0.24390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0.363636363636364,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0.351351351351351,0,0,0,0,0,0.153846153846154,0.181818181818182,0.32,0,0.236842105263158,0,0,0,0.346153846153846,0,0.194444444444444,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0.173913043478261,0.346153846153846,0,0,0,0,0,0,0,0.275862068965517,0,0,0,0.36,0,0.0810810810810811,0,0,0,0.194444444444444,0,0
"Csc",0,0,0.1,0,0.285714285714286,0.333333333333333,1,0,0.588235294117647,0,0.428571428571429,0,0.657894736842105,0,0.638888888888889,0.176470588235294,0.379310344827586,0.125,0.657894736842105,0,0,0,0.432432432432432,0,0,0,0,0,0,0.048780487804878,0.235294117647059,0,0.0740740740740741,0.266666666666667,0.5,0,0,0.0754716981132075,0.260869565217391,0.0909090909090909,0,0,0.714285714285714,0,0,0,0.0789473684210526,0,0,0,0.27027027027027,0.375,0,0,0,0,0,0,0,0.075,0.127272727272727,0,0.0597014925373134,0.692307692307692,0.257142857142857,0.607142857142857,0,0,0.153846153846154,0.516129032258065,0,0.444444444444444,0.618181818181818,0,0,0,0,0,0,0,0,0.153846153846154,0.594594594594595,0.482758620689655,0.627450980392157,0.2,0.333333333333333,0,0.111111111111111,0.6,0.653846153846154,0.621621621621622,0,0,0,0,0,0.625,0.516129032258065,0.5,0.485714285714286,0,0,0.657894736842105,0.487179487179487,0.285714285714286,0.484848484848485,0,0,0,0,0,0,0,0.642857142857143,0,0,0,0.133333333333333,0,0,0,0,0.0714285714285714,0,0,0,0.485714285714286,0,0,0.5,0.363636363636364,0,0,0,0.641025641025641,0.470588235294118,0,0,0,0,0.58695652173913,0,0.487179487179487,0.260869565217391,0,0,0,0.25,0.260869565217391,0,0,0,0.35,0.642857142857143,0,0.181818181818182,0,0,0.391304347826087,0,0,0,0,0,0,0,0.25,0.540540540540541,0,0.2,0.260869565217391,0,0.0588235294117647,0.25,0.25,0.208333333333333,0,0.541666666666667,0.0588235294117647,0.35,0,0.2,0.0588235294117647,0.388888888888889,0,0.0625,0,0,0,0,0,0,0.391304347826087,0,0,0,0,0.6,0.25,0.217391304347826,0.222222222222222,0,0.260869565217391,0,0.642857142857143,0.6,0,0.2,0,0.324324324324324,0.25,0.45,0,0.404761904761905,0,0,0,0.388888888888889,0.333333333333333,0.666666666666667
"Rru",0,0,0.0204081632653061,0,0.222222222222222,0.125,0.5,0,0.5625,0,0.580645161290323,0,0.219512195121951,0,0.228571428571429,0.325,0.166666666666667,0,0.238095238095238,0,0.222222222222222,0,0.347826086956522,0,0,0,0,0,0.352941176470588,0.12,0.298701298701299,0,0.038961038961039,0.345679012345679,0.555555555555556,0.142857142857143,0,0.121495327102804,0.522727272727273,0.0909090909090909,0,0,0.813953488372093,0,0,0,0.125,0,0,0,0.294117647058824,0.232558139534884,0.0227272727272727,0,0,0,0.5,0,0,0.126760563380282,0.114583333333333,0,0.0645161290322581,0.763636363636364,0.304347826086957,0.3125,0,0,0.0196078431372549,0.583333333333333,0,0.4,0.527777777777778,0,0,0,0,0,0,0,0,0.0204081632653061,0.450980392156863,0.519230769230769,0.58,0.571428571428571,0,0,0.0212765957446809,0.333333333333333,0.3125,0.672131147540984,0,0,0,0,0,0.646153846153846,0.555555555555556,0.333333333333333,0.41025641025641,0.166666666666667,0.333333333333333,0.263157894736842,0.365853658536585,0.222222222222222,0.390243902439024,0,0,0,0,0,0,0,0.125,0,0,0,0.133333333333333,0,0,0,0,0,0,0,0,0.41025641025641,0,0,0.372093023255814,0.319148936170213,0,0,0,0.243243243243243,0.425,0,0,0,0,0.376623376623377,0,0.365853658536585,0.166666666666667,0.2,0,0.777777777777778,0,0.166666666666667,0,0.210526315789474,0,0.288888888888889,0,0,0.1875,0,0,0.0416666666666667,0,0,0,0,0,0.25,0,0.5,0.5,0,0.260869565217391,0.173913043478261,0.210526315789474,0,0.129032258064516,0.153846153846154,0.303030303030303,0,0.292682926829268,0,0.28,0.222222222222222,0.333333333333333,0,0.214285714285714,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,0.153846153846154,0.333333333333333,0,0.2,0.166666666666667,0,0,0,0,0.305555555555556,0.777777777777778,0.25,0,0.354838709677419,0,0.622222222222222,0,0,0,0.219512195121951,0.264150943396226,0
"Cla",0,0,0.170731707317073,0,0,0,0.5,0,0.475,0,0.583333333333333,0,0.317073170731707,0,0.282051282051282,0.0277777777777778,0.25,0,0.386363636363636,0,0,0,0.232558139534884,0,0,0,0,0,0.529411764705882,0.125,0.363636363636364,0,0.131578947368421,0.264705882352941,0.2,0,0.0454545454545455,0.0652173913043478,0.428571428571429,0.0980392156862745,0,0,0.758620689655172,0,0,0,0.121951219512195,0,0.5,0,0.305555555555556,0.5,0,0,0,0,0,0,0,0.131578947368421,0.0638297872340425,0,0.075,0.823529411764706,0.323529411764706,0.25,0,0,0.175,0.454545454545455,0,0.666666666666667,0.580645161290323,0,0,0,0,0,0,0,0,0.175,0.365853658536585,0.5,0.52,0.4,0,0,0.214285714285714,0.25,0.25,0.765957446808511,0.333333333333333,0,0,0,0,0.775510204081633,0.555555555555556,0.372093023255814,0.488888888888889,0.5,0.666666666666667,0.340909090909091,0.272727272727273,0.428571428571429,0.477272727272727,0,0,0.0185185185185185,0,0,0,0,0.3,0,0,0,0,0,0,0.0317460317460317,0,0,0,0,0,0.488888888888889,0,0,0.341463414634146,0.209302325581395,0,0,0,0.302325581395349,0.488888888888889,0.0909090909090909,0,0,0,0.552631578947368,0,0.272727272727273,0.5,0.275,0,0,0,0.5,0.125,0.282051282051282,0,0.256410256410256,0,0,0,0,0,0.222222222222222,0,1,0.571428571428571,0,0,0,0,0.333333333333333,0.578947368421053,0.2,0.411764705882353,0.5,0.282051282051282,0.0416666666666667,0.137931034482759,0.0454545454545455,0,0,0.476190476190476,0.0416666666666667,0.25,0.0588235294117647,0,0.0416666666666667,0.243243243243243,0,0.0416666666666667,0.333333333333333,0,0.2,0.2,0.1,0,0.222222222222222,0,0.571428571428571,0,0.181818181818182,0,0.0909090909090909,0,0,0.282051282051282,0.5,0,0,0,0,0,0,0.243243243243243,0,0.515151515151515,0,0.468085106382979,0,0,0,0.25,0.236842105263158,0
