"Species","ABAR/CHLH","AREB1/ABF2","ABCG25","ABA3","NCED3","PDS","ZEP(ABA1)","PSY","LUT5(CYP97A3)","GTG1(GPCR)","ABA2","PYR1","SnRK2.2","AAO3","CPK3","ABI1(PP2CgroupA)","DTX50","AGB1","CIPK","ABA4","GPA1","PYL1","AIT1","GCR2(GPCR)","COP1","PIF4","CHI","PHYB","FPT2","F3RhaT","F3H","STO/BBX24","F7GlcT","ANS","CHS","CYCB1;1","UVR8","A3Glc:2_XylT","DFR","A5GlcT","MYB13","PFG1/MYB12","F3:H","BIM1","SPA1","MYB73","F3AraT","BES1","CRY1","MKP1","FLS1","BGLU6","WRKY36","HY5","RUP1","CHIL","COR27","HYH","ATR","Fd3GlcT","F3Glc:2_XGlcT","BIC1","F7RhaT","OMT1","FLS3","LACS4","HUB2","SHN2","ABCG13","CYP86A4","ANL2","HOTHEAD","DCF","GPAT4","MYB41","SHN1","HUB1","CFL1","MYB106","GPAT6","NFXL2","ABCG11","CUS1","CYP86A8","DCR","LTPG2","BDG1","CD2","ABCG32","LACS1","LACS2","CYP77A6","LTPG1","MYB16","GPAT8","SHN3","HDG1","CYP77A4","CYP86A2","MAPKKK20","MPK3","SOS1","NHX1","SOS2","MKK4","SOS3","MPK6","AVP1","HKT1","DREB2C","HSFA1B","SGT1B","HSP90.2","PIF4","H2A.Z","SGT1A","HSP90.1","HSFA3","HSP70","HSFA7A","HSFA2","DREB2A","HSFA1A","HSFB1","MYB15","ZAT12/RHL41","RAP2.1","MPK3","SIZ1","CBF3","MKK2","MEKK1","CBF1","RAP2.7","ZAT10/STZ","SnRK2.6","MPK4","ICE1","HOS1","LOS2","CBF2","CRPK1","14-3-3λ","MKK4","CesA3","BGAL8","AXY8","XAX1","AGM1","CesA6","AtGUS2","TBG5","GALT2 ","PMR5","GH9A1","AXY3","XLT2","RGXT1","IRX9 ","QUA2","CGR3","GH43A","GMGT1","APSE","FUT4","RGGAT1","HPGT1","CslO(GT2)","BS1","CslC4","BXL1","CesA1","BGAL10","GAUT1","RRT1","MSR1","IRX10 ","CesA1","ADPG1","IRX8","ESK1","PL1_1","ARAD1","GAUT8","BG2","GALT29A","PARVUS","GSL5","SIA1","Tft1","CslA2","GUX1 ","RAY1","QUA3","IRX14","XT1","Bl1_6Gal","GlcAT14A","MAN1","MSR1","IRX7","IRX15","TBG4","CslD3","AGAL3","SlCel9C1","MAN2","GALT31A","XGD1","XAT","MOAT1","GXMT1","XTH31","GALS1","PME5","CslA1","FUT1","AGAL2","OsEgl1","AXY4","GH5BG"
"Cof",0,0,0.108695652173913,0,0,0.5,0.166666666666667,0,0.647058823529412,0,0.473684210526316,0,0.454545454545455,0,0.382352941176471,0.358974358974359,0.518518518518518,0,0.51063829787234,0,0,0,0.5,0,0,0,0,0,0.545454545454545,0.276315789473684,0.444444444444444,0,0.224137931034483,0.390625,0.375,0.0588235294117647,0,0.184782608695652,0.428571428571429,0.265060240963855,0.0208333333333333,0.024390243902439,0.657142857142857,0,0,0,0.285714285714286,0.142857142857143,0.25,0,0.416666666666667,0.352941176470588,0,0,0,0,0,0,0,0.302631578947368,0.166666666666667,0,0.104477611940299,0.387755102040816,0.474576271186441,0.32258064516129,0,0,0.108695652173913,0.45945945945946,0.117647058823529,0.2,0.13953488372093,0,0.0222222222222222,0,0,0,0.0217391304347826,0,0,0.111111111111111,0.454545454545455,0.418604651162791,0.25,0.5,0,0.125,0.127659574468085,0.3125,0.3,0.639344262295082,0,0.0222222222222222,0,0,0.125,0.648148148148148,0.551020408163265,0.45945945945946,0.5,0.333333333333333,0.444444444444444,0.466666666666667,0.520833333333333,0.3,0.512820512820513,0.4,0,0,0,0,0,0,0.4,0,0,0,0.291666666666667,0,0,0,0,0,0.0212765957446809,0,0,0.5,0,0,0.526315789473684,0.414634146341463,0,0,0,0.478260869565217,0.5,0,0,0,0,0.553846153846154,0,0.520833333333333,0.225806451612903,0,0,0.666666666666667,0.444444444444444,0.21875,0,0,0.142857142857143,0.382978723404255,0,0.555555555555556,0.384615384615385,0,0,0.15,0,0,0,0,0.8,0,0,0.666666666666667,0.5,0,0.541666666666667,0.225806451612903,0,0,0.0714285714285714,0,0.241379310344828,0,0.488888888888889,0,0.382978723404255,0.333333333333333,0.230769230769231,0,0.381818181818182,0,0,0,0,0,0,0.230769230769231,0.357142857142857,0.15,0,0,0,0,0,0,0.25,0.444444444444444,0,0.225806451612903,0,0,0,0,0.258064516129032,0.666666666666667,0.355555555555556,0.444444444444444,0.424242424242424,0,0.450980392156863,0,0.8,0,0.377358490566038,0.369565217391304,0
"Opp",0,0,0.196078431372549,0,0.45,0,0,0,0.416666666666667,0,0.41304347826087,0,0.41025641025641,0,0.352941176470588,0.31578947368421,0.311111111111111,0,0.513513513513513,0,0,0,0.362068965517241,0,0,0,0,0,0.290322580645161,0.203703703703704,0.133333333333333,0,0.15,0.142857142857143,0,0,0,0.111111111111111,0.181818181818182,0.18,0,0,0.560606060606061,0,0,0,0.22,0,0,0,0.121951219512195,0.40983606557377,0,0,0,0,0,0,0,0.207547169811321,0.125,0,0.0769230769230769,0.564102564102564,0.152173913043478,0.290322580645161,0,0,0.215686274509804,0.357142857142857,0,0,0.372549019607843,0,0,0,0,0,0,0,0,0.215686274509804,0.395348837209302,0.3,0.368421052631579,0.571428571428571,0.333333333333333,0,0.160714285714286,0.32258064516129,0.3125,0.545454545454545,0.2,0,0,0,0,0.515151515151515,0.41025641025641,0.469387755102041,0.439024390243902,0,0.25,0.487179487179487,0.307692307692308,0.125,0.473684210526316,0,0,0.0555555555555556,0,0,0,0,0.0833333333333333,0,0,0,0.0769230769230769,0,0,0.0526315789473684,0,0,0,0,0,0.439024390243902,0,0,0.432432432432432,0.375,0,0,0,0.444444444444444,0.45,0.0526315789473684,0,0,0,0.375,0,0.307692307692308,0.0952380952380952,0.0714285714285714,0,0,0,0.0952380952380952,0,0.0714285714285714,0,0.46875,0,0,0.0625,0,0,0.65,0,0,0,0,0.411764705882353,0,0.0588235294117647,0.5,0.44,0,0.333333333333333,0.0952380952380952,0.0810810810810811,0,0,0,0.25,0.05,0.432432432432432,0,0.467741935483871,0.0952380952380952,0.227272727272727,0,0.30188679245283,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0.260869565217391,0,0.0731707317073171,0.0952380952380952,0,0,0,0.0384615384615385,0.222222222222222,0,0.457627118644068,0,0.32258064516129,0,0.486486486486487,0,0.411764705882353,0,0.333333333333333,0.45,0
"Euu",0,0,0.0952380952380952,0,0,0.25,0.714285714285714,0,0.25,0,0.297297297297297,0,0.363636363636364,0,0.314285714285714,0.25,0.288135593220339,0,0.355555555555556,0,0,0,0.232558139534884,0,0,0,0,0,0.583333333333333,0.111111111111111,0.2,0,0.12,0.236842105263158,0,0.0526315789473684,0,0.0943396226415094,0.40625,0.120689655172414,0,0.0178571428571429,0.594594594594595,0,0,0,0.166666666666667,0.125,0,0,0.209302325581395,0.387755102040816,0,0,0,0,0,0,0,0.166666666666667,0.105263157894737,0,0.0476190476190476,0.666666666666667,0.225,0.166666666666667,0,0.0204081632653061,0.0714285714285714,0.228571428571429,0,0,0.2,0.222222222222222,0,0,0,0,0,0.222222222222222,0,0.0952380952380952,0.25,0.107142857142857,0.25531914893617,0.5,0,0,0.1,0.193548387096774,0.166666666666667,0.472222222222222,0,0,0.222222222222222,0,0,0.454545454545455,0.166666666666667,0.405405405405405,0.41304347826087,0.25,0.5,0.404761904761905,0.4,0.1,0.382978723404255,0,0,0.122448979591837,0,0,0,0,0.333333333333333,0,0,0,0.25,0,0,0.104166666666667,0,0,0,0,0.166666666666667,0.41304347826087,0,0.102040816326531,0.386363636363636,0.341463414634146,0.0869565217391304,0.0263157894736842,0,0.363636363636364,0.404255319148936,0,0,0,0.0816326530612245,0.48,0,0.4,0.181818181818182,0,0,0,0,0.193548387096774,0,0,0,0.191489361702128,0.137931034482759,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0.714285714285714,0.386363636363636,0,0.352941176470588,0.181818181818182,0,0,0,0,0.208333333333333,0,0.394736842105263,0,0.191489361702128,0.105263157894737,0.217391304347826,0,0.177777777777778,0,0,0,0,0.272727272727273,0,0,0,0.08,0,0,0,0,0,0,0.217391304347826,0,0,0.193548387096774,0,0.129032258064516,0,0,0.222222222222222,0,0.18,0,0,0,0.441860465116279,0,0,0,0.162790697674419,0.18,0
"Han",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csg",0,0,0.194805194805195,0.304347826086957,0,0.285714285714286,0.727272727272727,0.25,0.81294964028777,0,0.673684210526316,0,0.681818181818182,0,0.73134328358209,0.446153846153846,0.37037037037037,0,0.6875,0,0.285714285714286,0,0.542168674698795,0,0,0,0.714285714285714,0,0.63265306122449,0.256410256410256,0.686046511627907,0,0.174757281553398,0.644444444444444,0.111111111111111,0.133333333333333,0,0.137614678899083,0.732142857142857,0.25,0.0114942528735632,0.012987012987013,0.75609756097561,0,0,0.04,0.210526315789474,0.142857142857143,0,0,0.67816091954023,0.470588235294118,0,0,0,0.875,0,0,0,0.239316239316239,0.26605504587156,0,0.104166666666667,0.508771929824561,0.686046511627907,0.264150943396226,0,0,0.216216216216216,0.761363636363636,0.352941176470588,0.384615384615385,0.61,0.105263157894737,0.0119047619047619,0,0,0,0.0119047619047619,0.105263157894737,0,0.216216216216216,0.727272727272727,0.788888888888889,0.553398058252427,0.8125,0.333333333333333,0.375,0.260416666666667,0.269230769230769,0.274509803921569,0.722222222222222,0.75,0.0121951219512195,0.105263157894737,0,0.354838709677419,0.73109243697479,0.775700934579439,0.578125,0.82258064516129,0,0.111111111111111,0.714285714285714,0.612903225806452,0.2,0.84375,0,0,0.0151515151515152,0,0,0.142857142857143,0,0.441860465116279,0,0.148148148148148,0,0.748971193415638,0,0,0.0508474576271186,0,0,0.0112359550561798,0,0.0142857142857143,0.82258064516129,0,0.043010752688172,0.516129032258065,0.619718309859155,0.0224719101123595,0.0476190476190476,0,0.716666666666667,0.80952380952381,0,0,0,0.0224719101123595,0.677777777777778,0.0833333333333333,0.612903225806452,0.385714285714286,0.1875,0,0.416666666666667,0,0.385714285714286,0.25,0.176470588235294,0,0.538461538461538,0.206896551724138,0.444444444444444,0.384615384615385,0,0.583333333333333,0.571428571428571,0,1,0.142857142857143,0,0,0.166666666666667,0,0.9,0.755555555555556,0.285714285714286,0.392857142857143,0.380281690140845,0.193548387096774,0.0540540540540541,0.424778761061947,0.214285714285714,0.390243902439024,0,0.6,0.0555555555555556,0.53030303030303,0.0967741935483871,0.358974358974359,0.0555555555555556,0.265625,0,0,0,0,0.5,0.272727272727273,0.277777777777778,0.25,0.473684210526316,0.5,0.142857142857143,0,0.352941176470588,0.4,0.166666666666667,0.375,0,0.181818181818182,0.421875,0,0.181818181818182,0.4,0,0.372093023255814,0.416666666666667,0.538461538461538,0,0.480769230769231,0,0.539473684210526,0,0,0,0.241935483870968,0.538461538461538,0.5
"Cti",0,0,0.211538461538462,0,0.384615384615385,0.5,0,0,0.686274509803922,0,0.518518518518518,0,0.466666666666667,0,0.480769230769231,0.357142857142857,0.388888888888889,0.0769230769230769,0.45,0,0,0,0.166666666666667,0,0,0,0,0,0.428571428571429,0.225806451612903,0.208333333333333,0,0.0645161290322581,0.229166666666667,0.25,0,0,0.0769230769230769,0.517241379310345,0.19047619047619,0,0,0.690909090909091,0,0,0,0.209677419354839,0.1,0,0,0.192307692307692,0,0.0217391304347826,1,0,0,0,1,0,0.234375,0.13953488372093,0,0.0555555555555556,0.407407407407407,0.229166666666667,0.222222222222222,0,0,0.244897959183673,0.702127659574468,0,0.514285714285714,0.608695652173913,0,0,0,0,0,0,0,0,0.244897959183673,0.542372881355932,0.66,0.644444444444444,0,0,0,0.170731707317073,0.232558139534884,0.238095238095238,0.636363636363636,0,0,0,0,0,0.653846153846154,0.693877551020408,0.5,0.695652173913043,0,0.285714285714286,0.5,0.529411764705882,0.25,0.702127659574468,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0.619718309859155,0,0,0,0,0,0,0,0,0.695652173913043,0,0,0.483870967741935,0.5,0,0,0,0.511111111111111,0.680851063829787,0,0,0,0,0.277777777777778,0,0.529411764705882,0,0,0,0,0,0,0,0,0,0.377358490566038,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0.0666666666666667,0,0.411764705882353,0,0.347826086956522,0,0,0.0833333333333333,0.25,0.212121212121212,0.032258064516129,0.0666666666666667,0.421052631578947,0.0833333333333333,0.322033898305085,0.24,0.037037037037037,0.0833333333333333,0.108695652173913,0,0.0454545454545455,0.25,0,0,0,0,0.375,0.0540540540540541,0,0,0,0.0769230769230769,0,0.205882352941176,0.032258064516129,0,0,0,0,0,0,0.0666666666666667,0.0333333333333333,0,0.36734693877551,0,0.521739130434783,0,0.595744680851064,0,0,0,0.113636363636364,0.372549019607843,0
"Plx",0,0,0.108108108108108,0.333333333333333,0,0,0,0,0.487179487179487,0,0.564102564102564,0,0.444444444444444,0,0.290322580645161,0.277777777777778,0.375,0,0.470588235294118,0,0.25,0,0.372093023255814,0,0,0,0,0,0.375,0.0769230769230769,0.414634146341463,0,0,0.395348837209302,0.5,0,0,0,0.260869565217391,0.0810810810810811,0,0,0.4375,0,0,0,0.0681818181818182,0.285714285714286,0.25,0,0.425,0.285714285714286,0,0,0,0,0,0,0,0.0652173913043478,0,0,0,0.375,0.395348837209302,0.266666666666667,0,0,0.0810810810810811,0.354838709677419,0.230769230769231,0.875,0.111111111111111,0.222222222222222,0,0,0,0,0,0.222222222222222,0,0.105263157894737,0.409090909090909,0.352941176470588,0.25,0.4,0.166666666666667,0.230769230769231,0.142857142857143,0.266666666666667,0.241379310344828,0.387755102040816,0.166666666666667,0,0.222222222222222,0,0.25,0.386363636363636,0.366666666666667,0.51063829787234,0.45945945945946,0,0.2,0.485714285714286,0.4,0,0.486486486486487,0,0,0.102564102564103,0,0,0.444444444444444,0,0.466666666666667,0,0.444444444444444,0,0.2,0,0,0.0810810810810811,0,0,0,0,0,0.45945945945946,0,0,0.435897435897436,0.565217391304348,0,0,0,0.484848484848485,0.461538461538462,0,0,0,0,0.463414634146341,0,0.4,0.342105263157895,0,0,0.571428571428571,0,0.342105263157895,0,0,0.444444444444444,0.303030303030303,0.19047619047619,0,0,0,0,0.105263157894737,0,0,0,0,0,0,0,0.6,0.511627906976744,0.125,0.352941176470588,0.351351351351351,0,0,0.148148148148148,0.0555555555555556,0.28,0,0.409090909090909,0,0.303030303030303,0.5,0.269230769230769,0,0.130434782608696,0,0,0,0,0.375,0.125,0,0,0.105263157894737,0,0,0,0.363636363636364,0,0.0952380952380952,0.28,0,0,0.333333333333333,0,0.181818181818182,0,0,0.28,0.571428571428571,0.3125,0,0.461538461538462,0,0.305555555555556,0,0,0,0.13953488372093,0.294117647058824,0.666666666666667
"Pny",0,0,0.1,0,0,0.25,0.1,0,0.722222222222222,0,0.648648648648649,0.25,0.659574468085106,0,0.615384615384615,0.584615384615385,0.166666666666667,0.05,0.69811320754717,0,0.111111111111111,0.25,0.520833333333333,0,0.0666666666666667,0.03125,0,0,0.461538461538462,0.34,0.166666666666667,0,0.122448979591837,0.12,0,0.0555555555555556,0,0.125,0.586206896551724,0.36,0.02,0.0204081632653061,0.702127659574468,0,0,0.0204081632653061,0.298245614035088,0.0769230769230769,0.2,0.111111111111111,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0.321428571428571,0.166666666666667,0,0.0925925925925926,0.294117647058824,0.14,0.333333333333333,0,0.0185185185185185,0.0847457627118644,0.739130434782609,0.1,0.25,0.384615384615385,0.230769230769231,0.0196078431372549,0,0,0,0.0188679245283019,0.230769230769231,0,0.0967741935483871,0.5,0.702127659574468,0.519230769230769,0.461538461538462,0.5,0.111111111111111,0.0181818181818182,0.306122448979592,0.318181818181818,0.636363636363636,0,0.0188679245283019,0.230769230769231,0.0172413793103448,0.111111111111111,0.68421052631579,0.702127659574468,0.541666666666667,0.753846153846154,0.5,0.666666666666667,0.72093023255814,0.647058823529412,0.3,0.73134328358209,0.444444444444444,0,0.0508474576271186,0,0,0,0.03125,0.526315789473684,0,0,0,0.4,0,0,0.0701754385964912,0,0,0.0188679245283019,0,0.0350877192982456,0.753846153846154,0,0.0344827586206897,0.557692307692308,0.630434782608696,0.0178571428571429,0,0,0.659574468085106,0.78125,0.138888888888889,0,0,0.0178571428571429,0.578947368421053,0,0.647058823529412,0.365853658536585,0.0857142857142857,0,0,0,0.319148936170213,0.0769230769230769,0.0833333333333333,0.142857142857143,0.276595744680851,0.16,0.2,0,0,0,0.131578947368421,0,0,0,0.4,0,0,0.0666666666666667,0,0.576923076923077,0.0526315789473684,0.318181818181818,0.365853658536585,0.0857142857142857,0,0.52,0.5,0.241379310344828,0.0625,0.59375,0,0.270833333333333,0.117647058823529,0.185185185185185,0,0.296296296296296,0,0,0,0,0.0666666666666667,0.0555555555555556,0,0,0.128205128205128,0,0,0,0,0.166666666666667,0.526315789473684,0.259259259259259,0,0.0833333333333333,0.375,0.363636363636364,0.153846153846154,0.166666666666667,0.0588235294117647,0.225806451612903,0,0.26,0,0.137931034482759,0,0.673469387755102,0,0,0.333333333333333,0.307692307692308,0.26,0
"Api",0,0,0.05,0.111111111111111,0.25,0.333333333333333,0.125,0,0.6,0,0.490909090909091,0.222222222222222,0.395348837209302,0,0.535714285714286,0.411764705882353,0.266666666666667,0.0769230769230769,0.428571428571429,0,0.25,0.222222222222222,0.455882352941176,0,0,0,0,0,0.379310344827586,0.0256410256410256,0.244897959183673,0,0.0285714285714286,0.25,0,0.166666666666667,0,0.135135135135135,0.3125,0,0,0,0.631578947368421,0,0,0,0,0,0,0,0.25,0.333333333333333,0.0227272727272727,0,0,0,0,0,0,0.0232558139534884,0.0697674418604651,0,0.0606060606060606,0.166666666666667,0.244897959183673,0.276595744680851,0,0,0.0408163265306122,0.361702127659574,0.0769230769230769,0.166666666666667,0.0588235294117647,0,0,0,0,0,0,0,0,0.0408163265306122,0.277777777777778,0.382978723404255,0.261904761904762,0.25,0.25,0.0740740740740741,0.134328358208955,0.27906976744186,0.244444444444444,0.523809523809524,0,0,0,0,0.0740740740740741,0.555555555555556,0.372093023255814,0.521739130434783,0.435897435897436,0.666666666666667,0.25,0.473684210526316,0.5,0.3,0.45,0,0,0,0,0,0,0,0.235294117647059,0,0,0,0.166666666666667,0,0,0,0,0,0,0.125,0,0.435897435897436,0,0,0.465116279069767,0.488888888888889,0,0,0,0.444444444444444,0.45,0,0,0.4,0,0.5,0,0.5,0.294117647058824,0,0,0.2,0,0.303030303030303,0,0,0,0.366666666666667,0.102564102564103,0,0,0,0,0.171428571428571,0,0,0.222222222222222,0,0,0,0,0.8,0.435897435897436,0.291666666666667,0.3,0.303030303030303,0,0,0.0212765957446809,0.0303030303030303,0.166666666666667,0,0.412698412698413,0,0.372881355932203,0.151515151515152,0.147058823529412,0,0.365853658536585,0,0,0,0,0.333333333333333,0.28,0,0,0.171428571428571,0,0.222222222222222,0,0,0.166666666666667,0.0285714285714286,0.181818181818182,0,0,0.303030303030303,0,0.0975609756097561,0.166666666666667,0,0.166666666666667,0.2,0.4,0,0,0,0.477611940298507,0,0,0,0.314285714285714,0.40983606557377,0
"Loj",0,0,0.169491525423729,0,0,0,0.375,0,0.607142857142857,0,0.563380281690141,0,0.535714285714286,0,0.464285714285714,0.339285714285714,0.566037735849057,0,0.568181818181818,0,0,0,0.472727272727273,0,0,0,0,0,0.285714285714286,0.278688524590164,0.412698412698413,0,0.203883495145631,0.411764705882353,0.125,0,0,0.195652173913043,0.51219512195122,0.23728813559322,0.0317460317460317,0.0166666666666667,0.538461538461538,0,0,0.02,0.267716535433071,0,0.285714285714286,0,0.378787878787879,0,0,0,0,0,0,0,0,0.28,0.24468085106383,0,0.16,0.423076923076923,0.416666666666667,0.114285714285714,0,0.0327868852459016,0.137931034482759,0.388888888888889,0,0.4,0.30188679245283,0,0.015625,0.0441176470588235,0,0,0.0178571428571429,0,0,0.160714285714286,0.452380952380952,0.476190476190476,0.391304347826087,0.642857142857143,0,0,0.156862745098039,0.166666666666667,0.147058823529412,0.346153846153846,0.25,0.0178571428571429,0,0.03125,0,0.333333333333333,0.406779661016949,0.541666666666667,0.470588235294118,0,0.25,0.529411764705882,0.463414634146341,0.222222222222222,0.44,0,0,0.0526315789473684,0,0,0,0,0.214285714285714,0,0,0,0.303030303030303,0,0,0.111111111111111,0,0,0.0327868852459016,0,0.0317460317460317,0.470588235294118,0,0.0410958904109589,0.414634146341463,0.461538461538462,0.0428571428571429,0.025,0,0.545454545454545,0.452830188679245,0,0,0.333333333333333,0.0416666666666667,0.5625,0.0869565217391304,0.463414634146341,0.303030303030303,0.166666666666667,0,0,0.25,0.303030303030303,0,0.16,0,0.338235294117647,0.259259259259259,0,0.2,0,0,0.0571428571428571,0,0,0,0,0,0,0.375,0.625,0.535211267605634,0.166666666666667,0.375,0.303030303030303,0.166666666666667,0,0.116279069767442,0.133333333333333,0.15625,0.375,0.531645569620253,0,0.338461538461538,0.193548387096774,0.1875,0,0.296875,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.2,0.0555555555555556,0,0,0,0,0,0.161290322580645,0.1875,0.272727272727273,0.166666666666667,0.303030303030303,0,0.259259259259259,0,0.375,0.2,0,0.309090909090909,0.25,0.555555555555556,0,0.507462686567164,0,0,0,0.290322580645161,0.365079365079365,0.666666666666667
"Vmb",0,0,0.0909090909090909,0,0,0.333333333333333,0.583333333333333,0.666666666666667,0.355555555555556,0,0.389830508474576,0,0.0465116279069767,0.428571428571429,0.0731707317073171,0.162790697674419,0.294117647058824,0,0.0697674418604651,0,0,0,0.269230769230769,0,0,0,0,0,0.5,0.0588235294117647,0.320754716981132,0,0.0675675675675676,0.3125,0,0.130434782608696,0,0.0923076923076923,0.166666666666667,0.0483870967741935,0,0,0.409090909090909,0,0,0,0.0379746835443038,0,0,0,0.260869565217391,0.32,0,0,0,0,0,0,0,0.0303030303030303,0.0615384615384615,0,0.0597014925373134,0.25,0.285714285714286,0.222222222222222,0,0,0.0909090909090909,0.351351351351351,0,0.0833333333333333,0.311475409836066,0.333333333333333,0,0.0185185185185185,0,0,0,0.333333333333333,0,0.0980392156862745,0.186046511627907,0.311111111111111,0.285714285714286,0.428571428571429,0,0,0.0327868852459016,0.232558139534884,0.214285714285714,0.448979591836735,0.142857142857143,0,0.333333333333333,0,0,0.42,0.342105263157895,0.166666666666667,0.1,0,0,0.0434782608695652,0.0930232558139535,0,0.1,0.6,0,0.0666666666666667,0,0,0,0,0.25,0,0,0,0.142857142857143,0,0,0.0677966101694915,0,0,0,0,0.0350877192982456,0.1,0,0.0357142857142857,0.119047619047619,0.0697674418604651,0.0350877192982456,0,0,0.0454545454545455,0.1,0,0,0,0.0350877192982456,0.232142857142857,0,0.0930232558139535,0.117647058823529,0,0,0.642857142857143,0,0.117647058823529,0,0,0,0.31578947368421,0,0,0.176470588235294,0,0,0.137931034482759,0,0,0.227272727272727,0,0,0,0.0833333333333333,0,0.32,0.214285714285714,0,0.117647058823529,0,0,0.153846153846154,0.08,0.178571428571429,0.0833333333333333,0.25,0,0.321428571428571,0.12,0.28125,0,0.0833333333333333,0,0,0,0,0,0.2,0.142857142857143,0.222222222222222,0.117647058823529,0,0.227272727272727,0,0.166666666666667,0,0.037037037037037,0.148148148148148,0,0,0.114285714285714,0,0,0,0.0833333333333333,0.2,0.642857142857143,0.322033898305085,0,0.424242424242424,0,0.4375,0,0,0,0.0625,0.316666666666667,0
"Rgr",0,0,0.161290322580645,0,0.153846153846154,0.5,0.461538461538462,0,0.672727272727273,0,0.573770491803279,0,0.363636363636364,0,0.317073170731707,0.235294117647059,0.352941176470588,0,0.372093023255814,0,0,0,0.392156862745098,0,0,0,0,0,0.181818181818182,0.2,0.46969696969697,0,0.24,0.422535211267606,0.25,0,0,0.0588235294117647,0.147058823529412,0.347826086956522,0,0,0.714285714285714,0,0,0,0.2,0,0,0,0.411764705882353,0.3,0,0,0,0,0,0,0,0.212121212121212,0.0588235294117647,0,0,0.368421052631579,0.430769230769231,0.255813953488372,0,0,0.128205128205128,0.5625,0,0,0.611940298507463,0,0,0,0,0,0,0,0,0.125,0.347826086956522,0.604166666666667,0.596774193548387,0.384615384615385,0,0,0.078125,0.27906976744186,0.24390243902439,0.753846153846154,0.285714285714286,0,0,0,0,0.742424242424242,0.565217391304348,0.458333333333333,0.285714285714286,0,0,0.447368421052632,0.30952380952381,0,0.27027027027027,0,0,0.0612244897959184,0,0,0.0555555555555556,0,0.294117647058824,0,0.0555555555555556,0,0,0,0,0.0652173913043478,0,0,0,0,0,0.285714285714286,0,0.0392156862745098,0.368421052631579,0.384615384615385,0.0192307692307692,0,0,0.380952380952381,0.28125,0.05,0,0,0.0208333333333333,0.2,0,0.30952380952381,0.304347826086957,0.12,0,0.846153846153846,0,0.291666666666667,0,0.12,0,0.166666666666667,0.294117647058824,0,0.25,0,0,0.08,0,0,0.875,0,0,0,0.0833333333333333,0.375,0.475,0,0.117647058823529,0.297872340425532,0.0833333333333333,0,0,0,0.235294117647059,0.0666666666666667,0.514285714285714,0,0.170212765957447,0.0869565217391304,0.264705882352941,0,0.434782608695652,0,0,0,0,0,0,0.142857142857143,0.111111111111111,0.08,0,0.875,0,0.25,0.142857142857143,0,0.28125,0,0.12,0.311111111111111,0,0.294117647058824,0.142857142857143,0.125,0.257142857142857,0.846153846153846,0.159090909090909,0,0.461538461538462,0,0.181818181818182,0,0,0,0.431818181818182,0.173913043478261,0
